claimID,date,amountClaimed
CL-004373,2025-02-26,34504
CL-004374,2024-12-16,2239
CL-004375,2025-10-31,9225
CL-004376,2024-09-14,11449
CL-004377,2024-02-16,2621
CL-004378,2025-04-14,8971
CL-004379,2025-05-15,5530
CL-004380,2025-06-22,49866
CL-004381,2024-09-02,1373
CL-004382,2024-06-19,1585
CL-004383,2024-01-12,8928
CL-004384,2024-12-31,6110
CL-004385,2024-03-19,35466
CL-004386,2025-08-12,20762
CL-004387,2024-04-08,27942
CL-004388,2024-01-31,9985
CL-004389,2025-11-26,5169
CL-004390,2025-05-11,25606
CL-004391,2025-12-27,13162
CL-004392,2024-03-24,11369
CL-004393,2025-02-09,40257
CL-004394,2024-07-02,1071
CL-004395,2025-07-31,860
CL-004396,2025-01-15,4943
CL-004397,2024-12-03,7056
CL-004398,2025-05-11,13431
CL-004399,2024-08-16,10522
CL-004400,2024-05-26,9256
CL-004401,2024-12-10,13419
CL-004402,2025-06-29,7755
CL-004403,2024-04-05,8206
CL-004404,2025-10-29,1056
CL-004405,2024-12-29,7807
CL-004406,2024-09-05,6428
CL-004407,2024-03-18,11581
CL-004408,2025-09-17,8848
CL-004409,2025-07-27,21160
CL-004410,2024-03-30,4966
CL-004411,2025-10-24,12928
CL-004412,2025-01-12,6293
CL-004413,2024-06-21,26554
CL-004414,2025-02-12,7172
CL-004415,2024-10-24,13222
CL-004416,2025-05-18,1631
CL-004417,2024-07-19,7310
CL-004418,2025-08-27,11394
CL-004419,2024-10-08,4740
CL-004420,2024-10-27,3708
CL-004421,2024-02-28,6052
CL-004422,2025-01-08,27049
CL-004423,2025-10-21,12910
CL-004424,2024-10-24,1465
CL-004425,2024-04-15,4067
CL-004426,2025-11-13,988
CL-004427,2025-10-21,50087
CL-004428,2024-11-11,8885
CL-004429,2024-10-22,7887
CL-004430,2024-09-17,4191
CL-004431,2024-09-23,13459
CL-004432,2025-11-06,10307
CL-004433,2025-07-01,5127
CL-004434,2024-09-06,6067
CL-004435,2025-02-09,14347
CL-004436,2024-12-10,14894
CL-004437,2025-07-21,5316
CL-004438,2024-05-19,6250
CL-004439,2025-08-13,10762
CL-004440,2024-11-21,12606
CL-004441,2025-10-09,3651
CL-004442,2024-01-13,7731
CL-004443,2025-06-02,1042
CL-004444,2024-11-04,8698
CL-004445,2024-10-07,8401
CL-004446,2025-08-09,42491
CL-004447,2025-05-22,4581
CL-004448,2025-09-18,3560
CL-004449,2024-02-28,7361
CL-004450,2024-06-23,4553
CL-004451,2025-06-27,11070
CL-004452,2024-08-13,22269
CL-004453,2024-09-09,29017
CL-004454,2024-03-19,13855
CL-004455,2025-09-07,12791
CL-004456,2025-12-24,7805
CL-004457,2025-07-07,11887
CL-004458,2025-10-03,54119
CL-004459,2025-03-20,7586
CL-004460,2025-10-08,9415
CL-004461,2025-02-13,7746
CL-004462,2025-06-09,13256
CL-004463,2024-02-29,8118
CL-004464,2024-07-21,12015
CL-004465,2024-12-29,11701
CL-004466,2024-08-23,3281
CL-004467,2024-10-21,14472
CL-004468,2025-12-10,12951
CL-004469,2024-11-29,4733
CL-004470,2024-08-23,2473
CL-004471,2024-07-29,11357
CL-004472,2025-03-05,2444
CL-004473,2024-12-22,8678
CL-004474,2024-05-10,9591
CL-004475,2025-06-13,6573
CL-004476,2025-09-06,11447
CL-004477,2024-07-09,7377
CL-004478,2025-06-20,1430
CL-004479,2024-04-26,10895
CL-004480,2025-04-16,9061
CL-004481,2025-02-22,10475
CL-004482,2025-05-16,9746
CL-004483,2025-09-17,11713
CL-004484,2025-11-01,14670
CL-004485,2024-09-16,12303
CL-004486,2025-03-24,1544
CL-004487,2024-08-24,9610
CL-004488,2025-11-12,9097
CL-004489,2024-08-03,7136
CL-004490,2025-12-10,9457
CL-004491,2025-05-27,1088
CL-004492,2024-05-20,10208
CL-004493,2025-11-10,57822
CL-004494,2024-10-02,7722
CL-004495,2025-07-29,8941
CL-004496,2024-03-31,12462
CL-004497,2025-10-21,8885
CL-004498,2024-11-19,7830
CL-004499,2024-02-16,6872
CL-004500,2024-05-16,13818
CL-004501,2025-01-24,12996
CL-004502,2025-07-29,57238
CL-004503,2025-05-31,25418
CL-004504,2025-01-25,3264
CL-004505,2024-05-19,7999
CL-004506,2024-07-25,9164
CL-004507,2024-08-07,11834
CL-004508,2024-11-21,941
CL-004509,2024-07-02,6401
CL-004510,2025-02-15,20533
CL-004511,2025-05-09,14122
CL-004512,2024-04-15,805
CL-004513,2024-01-13,5214
CL-004514,2025-01-16,4052
CL-004515,2024-11-01,5175
CL-004516,2024-08-20,14012
CL-004517,2025-10-31,13204
CL-004518,2025-12-29,9284
CL-004519,2024-02-20,9617
CL-004520,2025-01-19,10490
CL-004521,2024-09-16,13905
CL-004522,2024-06-30,7761
CL-004523,2025-06-24,11909
CL-004524,2024-08-13,5159
CL-004525,2025-03-23,2881
CL-004526,2025-09-02,1795
CL-004527,2025-07-14,2255
CL-004528,2025-11-21,35526
CL-004529,2024-11-21,8835
CL-004530,2025-07-17,8204
CL-004531,2024-09-13,38547
CL-004532,2025-11-13,23204
CL-004533,2024-01-15,10072
CL-004534,2024-04-20,3406
CL-004535,2024-04-29,32710
CL-004536,2024-10-26,12290
CL-004537,2025-01-13,6493
CL-004538,2025-04-08,34110
CL-004539,2024-08-04,7269
CL-004540,2025-01-31,11203
CL-004541,2025-12-03,13774
CL-004542,2025-03-15,2159
CL-004543,2024-09-07,12652
CL-004544,2025-11-15,4104
CL-004545,2024-08-16,10143
CL-004546,2024-08-15,3972
CL-004547,2024-03-29,4904
CL-004548,2025-07-03,11690
CL-004549,2024-04-16,6185
CL-004550,2025-07-02,11848
CL-004551,2025-04-07,4887
CL-004552,2024-06-30,11839
CL-004553,2025-10-08,11989
CL-004554,2024-06-24,54825
CL-004555,2024-11-02,1370
CL-004556,2025-09-22,9315
CL-004557,2025-05-13,9697
CL-004558,2025-01-18,4666
CL-004559,2024-09-27,13333
CL-004560,2024-02-17,14660
CL-004561,2025-01-29,12647
CL-004562,2024-11-24,5583
CL-004563,2025-01-17,2008
CL-004564,2025-12-30,12106
CL-004565,2025-05-22,7578
CL-004566,2025-04-21,7017
CL-004567,2025-05-28,11101
CL-004568,2025-11-30,14263
CL-004569,2024-10-12,9004
CL-004570,2025-09-01,9399
CL-004571,2025-03-06,12100
CL-004572,2025-07-07,11442
CL-004573,2024-09-24,4615
CL-004574,2025-07-31,8598
CL-004575,2025-06-30,37642
CL-004576,2025-11-08,6243
CL-004577,2025-07-05,4747
CL-004578,2024-04-29,2322
CL-004579,2024-06-18,11694
CL-004580,2025-01-14,8125
CL-004581,2024-10-28,46749
CL-004582,2024-03-13,42384
CL-004583,2025-11-06,11790
CL-004584,2025-08-08,12458
CL-004585,2025-12-03,13962
CL-004586,2025-09-21,10214
CL-004587,2025-07-04,14000
CL-004588,2024-05-15,14875
CL-004589,2025-07-16,4338
CL-004590,2025-04-08,12503
CL-004591,2024-10-09,13287
CL-004592,2025-10-13,6236
CL-004593,2024-07-18,14693
CL-004594,2025-04-15,6690
CL-004595,2025-04-01,25220
CL-004596,2025-03-28,1927
CL-004597,2025-09-13,6768
CL-004598,2025-07-31,36008
CL-004599,2025-12-25,50405
CL-004600,2025-06-30,1156
CL-004601,2024-06-07,4834
CL-004602,2024-04-18,11645
CL-004603,2024-09-29,33928
CL-004604,2025-08-20,7533
CL-004605,2025-05-29,13934
CL-004606,2025-08-19,5379
CL-004607,2024-03-18,7387
CL-004608,2024-06-01,8214
CL-004609,2024-06-07,7301
CL-004610,2025-05-22,9050
CL-004611,2024-04-22,14056
CL-004612,2024-02-21,5229
CL-004613,2024-11-28,7609
CL-004614,2025-06-27,2157
CL-004615,2025-07-16,34265
CL-004616,2025-02-24,6625
CL-004617,2024-12-13,820
CL-004618,2024-05-12,14824
CL-004619,2024-02-16,14239
CL-004620,2025-03-11,5044
CL-004621,2024-02-14,8050
CL-004622,2025-05-24,14271
CL-004623,2025-06-29,58037
CL-004624,2025-05-19,11876
CL-004625,2024-10-16,14117
CL-004626,2024-10-07,1575
CL-004627,2025-06-27,12777
CL-004628,2024-12-09,9616
CL-004629,2025-04-11,3811
CL-004630,2025-08-08,39635
CL-004631,2024-11-11,3545
CL-004632,2025-04-03,7512
CL-004633,2024-04-10,6938
CL-004634,2024-08-23,9728
CL-004635,2024-01-05,8148
CL-004636,2024-12-30,5891
CL-004637,2025-04-07,13800
CL-004638,2025-12-17,5390
CL-004639,2025-10-29,50256
CL-004640,2025-10-02,3473
CL-004641,2024-03-06,11041
CL-004642,2024-12-09,12602
CL-004643,2024-04-09,13518
CL-004644,2024-01-02,6817
CL-004645,2025-05-22,11896
CL-004646,2025-09-25,7159
CL-004647,2025-02-19,5456
CL-004648,2024-04-12,39631
CL-004649,2024-07-22,5329
CL-004650,2024-11-12,13642
CL-004651,2025-02-19,7357
CL-004652,2024-08-14,9493
CL-004653,2025-02-09,977
CL-004654,2024-09-09,9387
CL-004655,2025-02-04,14506
CL-004656,2024-10-23,13067
CL-004657,2024-05-06,10990
CL-004658,2024-12-02,6403
CL-004659,2024-08-03,10456
CL-004660,2024-08-03,10056
CL-004661,2025-12-04,13598
CL-004662,2024-05-29,9072
CL-004663,2024-03-07,9812
CL-004664,2025-03-06,14019
CL-004665,2024-04-29,2438
CL-004666,2025-07-23,2072
CL-004667,2025-11-25,28889
CL-004668,2024-11-17,1653
CL-004669,2025-06-17,9309
CL-004670,2025-04-15,14464
CL-004671,2025-04-17,10338
CL-004672,2025-12-19,12972
CL-004673,2024-10-25,6904
CL-004674,2025-08-07,1063
CL-004675,2025-04-03,8501
CL-004676,2024-04-08,9711
CL-004677,2024-08-09,31834
CL-004678,2025-07-11,1032
CL-004679,2024-07-11,14688
CL-004680,2025-03-04,14402
CL-004681,2025-11-07,8891
CL-004682,2025-10-31,3674
CL-004683,2024-08-20,4033
CL-004684,2025-07-30,10516
CL-004685,2024-03-18,4836
CL-004686,2025-06-26,9143
CL-004687,2024-05-08,7155
CL-004688,2025-02-02,4151
CL-004689,2024-10-24,14786
CL-004690,2024-05-29,46495
CL-004691,2025-04-12,7901
CL-004692,2025-11-26,8877
CL-004693,2025-07-15,9922
CL-004694,2024-04-06,9560
CL-004695,2025-02-20,3722
CL-004696,2024-03-31,53387
CL-004697,2024-01-10,5755
CL-004698,2025-09-06,41401
CL-004699,2025-12-16,3791
CL-004700,2025-08-04,9379
CL-004701,2025-07-24,6783
CL-004702,2025-08-07,4570
CL-004703,2024-05-04,7023
CL-004704,2025-05-23,7900
CL-004705,2024-01-23,11343
CL-004706,2025-02-19,11906
CL-004707,2025-10-03,37510
CL-004708,2025-01-05,5237
CL-004709,2024-11-20,4936
CL-004710,2025-07-22,12698
CL-004711,2025-11-04,8815
CL-004712,2025-06-19,12644
CL-004713,2024-07-19,2299
CL-004714,2024-12-01,3867
CL-004715,2024-07-20,44148
CL-004716,2024-09-24,6390
CL-004717,2024-12-24,37968
CL-004718,2024-12-28,4379
CL-004719,2025-12-01,941
CL-004720,2024-07-10,5380
CL-004721,2024-05-06,1255
CL-004722,2024-02-04,14033
CL-004723,2025-11-17,4802
CL-004724,2025-07-31,4285
CL-004725,2025-04-10,2042
CL-004726,2024-06-22,7700
CL-004727,2025-08-31,5339
CL-004728,2024-07-20,9356
CL-004729,2025-07-14,14578
CL-004730,2025-02-09,10504
CL-004731,2024-01-23,2546
CL-004732,2024-04-09,864
CL-004733,2025-10-30,25985
CL-004734,2025-07-13,12873
CL-004735,2024-12-04,5376
CL-004736,2024-01-19,1588
CL-004737,2025-10-07,11244
CL-004738,2025-03-14,7864
CL-004739,2025-09-20,13596
CL-004740,2025-09-17,41043
CL-004741,2025-09-05,9521
CL-004742,2024-09-02,7658
CL-004743,2025-11-08,5423
CL-004744,2025-10-16,4248
CL-004745,2024-06-29,33094
CL-004746,2024-02-08,9355
CL-004747,2024-01-16,11538
CL-004748,2024-12-14,5095
CL-004749,2024-03-16,1940
CL-004750,2025-09-27,4301
CL-004751,2024-03-23,7275
CL-004752,2024-02-04,2667
CL-004753,2024-03-10,857
CL-004754,2025-03-20,9431
CL-004755,2025-04-22,5321
CL-004756,2024-04-27,3702
CL-004757,2024-02-05,13791
CL-004758,2025-05-04,7735
CL-004759,2024-10-03,11038
CL-004760,2024-08-20,37069
CL-004761,2024-12-06,11493
CL-004762,2024-01-28,3852
CL-004763,2024-03-23,14631
CL-004764,2024-01-01,4719
CL-004765,2025-07-08,13296
CL-004766,2024-05-29,3364
CL-004767,2025-03-21,8767
CL-004768,2025-05-10,38078
CL-004769,2025-09-24,10133
CL-004770,2024-09-05,4104
CL-004771,2025-07-24,13932
CL-004772,2025-04-09,13964
CL-004773,2025-06-15,13270
CL-004774,2025-10-01,7948
CL-004775,2025-11-30,6598
CL-004776,2025-08-16,9529
CL-004777,2025-03-17,6332
CL-004778,2024-04-16,5197
CL-004779,2024-07-03,11559
CL-004780,2025-02-20,4260
CL-004781,2025-08-05,12540
CL-004782,2025-06-30,8675
CL-004783,2025-01-19,1200
CL-004784,2024-01-16,13421
CL-004785,2025-03-28,4715
CL-004786,2025-02-18,56792
CL-004787,2024-07-22,4569
CL-004788,2025-03-10,9571
CL-004789,2025-08-28,1428
CL-004790,2025-07-09,4583
CL-004791,2025-03-15,11325
CL-004792,2025-01-16,13270
CL-004793,2024-01-31,8904
CL-004794,2025-04-27,42048
CL-004795,2024-12-07,7572
CL-004796,2025-06-26,13284
CL-004797,2025-03-08,6758
CL-004798,2024-09-27,59652
CL-004799,2025-02-01,7474
CL-004800,2024-03-17,13292
CL-004801,2025-01-25,1942
CL-004802,2024-01-17,22256
CL-004803,2024-11-10,5077
CL-004804,2025-01-11,9106
CL-004805,2024-07-16,14515
CL-004806,2024-11-09,12779
CL-004807,2025-08-06,39286
CL-004808,2025-05-31,1772
CL-004809,2025-08-26,8916
CL-004810,2024-05-01,2922
CL-004811,2025-06-30,7717
CL-004812,2024-01-04,10054
CL-004813,2024-09-30,5562
CL-004814,2024-09-13,8527
CL-004815,2024-07-21,6788
CL-004816,2025-10-12,8362
CL-004817,2024-09-05,8678
CL-004818,2025-09-10,31231
CL-004819,2024-02-02,8823
CL-004820,2025-07-18,2203
CL-004821,2024-09-28,14736
CL-004822,2024-04-29,14727
CL-004823,2025-11-16,13455
CL-004824,2025-10-30,11937
CL-004825,2024-04-20,9827
CL-004826,2024-08-27,1163
CL-004827,2024-06-20,23066
CL-004828,2024-08-14,2343
CL-004829,2025-11-22,4532
CL-004830,2025-11-28,27110
CL-004831,2024-04-27,2643
CL-004832,2025-03-26,6713
CL-004833,2025-07-16,7965
CL-004834,2025-11-01,6582
CL-004835,2025-10-12,2761
CL-004836,2024-05-15,6840
CL-004837,2024-05-21,28943
CL-004838,2025-06-28,5536
CL-004839,2025-08-09,5050
CL-004840,2025-03-16,4535
CL-004841,2025-10-01,14239
CL-004842,2025-11-12,14576
CL-004843,2024-07-19,1244
CL-004844,2025-11-12,6011
CL-004845,2024-02-11,9618
CL-004846,2025-07-08,59502
CL-004847,2024-03-05,12049
CL-004848,2024-10-12,1868
CL-004849,2025-09-08,3978
CL-004850,2025-10-28,5340
CL-004851,2025-10-14,36034
CL-004852,2025-03-07,5072
CL-004853,2025-01-06,23063
CL-004854,2024-04-11,22098
CL-004855,2025-04-08,2950
CL-004856,2025-04-23,1358
CL-004857,2024-01-26,5879
CL-004858,2025-01-16,38726
CL-004859,2025-09-29,1834
CL-004860,2025-05-18,47982
CL-004861,2025-10-17,13490
CL-004862,2025-04-24,13554
CL-004863,2024-02-12,4758
CL-004864,2025-07-26,58116
CL-004865,2025-06-14,2912
CL-004866,2024-08-28,5945
CL-004867,2024-12-06,12491
CL-004868,2024-11-17,4868
CL-004869,2024-06-27,41810
CL-004870,2025-10-04,6160
CL-004871,2024-02-22,3239
CL-004872,2025-06-26,3814
CL-004873,2024-11-10,14557
CL-004874,2025-02-16,9314
CL-004875,2024-07-09,6826
CL-004876,2025-12-02,8151
CL-004877,2025-08-07,8509
CL-004878,2024-10-29,9228
CL-004879,2024-10-08,13485
CL-004880,2025-05-06,3542
CL-004881,2025-05-27,13724
CL-004882,2024-11-22,22347
CL-004883,2024-09-14,2012
CL-004884,2025-10-06,9368
CL-004885,2024-03-07,13581
CL-004886,2024-04-13,2851
CL-004887,2025-12-02,3762
CL-004888,2025-01-13,5361
CL-004889,2025-11-01,14141
CL-004890,2024-05-28,12568
CL-004891,2025-10-11,41855
CL-004892,2024-02-17,2581
CL-004893,2025-12-05,1999
CL-004894,2024-12-10,13201
CL-004895,2024-02-29,5891
CL-004896,2024-10-21,48072
CL-004897,2025-12-28,12502
CL-004898,2025-11-04,12407
CL-004899,2025-08-20,13031
CL-004900,2024-09-07,13180
CL-004901,2025-11-15,8608
CL-004902,2024-08-24,2662
CL-004903,2025-09-09,13367
CL-004904,2024-02-06,1910
CL-004905,2024-06-12,8381
CL-004906,2024-09-09,7184
CL-004907,2025-11-16,11059
CL-004908,2025-11-05,2488
CL-004909,2025-03-26,4276
CL-004910,2024-03-15,904
CL-004911,2025-12-28,46708
CL-004912,2025-02-28,13948
CL-004913,2025-03-21,11148
CL-004914,2025-04-08,6057
CL-004915,2025-12-11,44204
CL-004916,2024-07-04,11946
CL-004917,2024-10-28,8449
CL-004918,2024-11-23,6329
CL-004919,2025-06-18,2839
CL-004920,2025-10-24,10853
CL-004921,2025-05-24,13436
CL-004922,2025-03-29,5258
CL-004923,2024-05-06,9625
CL-004924,2024-07-06,7298
CL-004925,2024-01-22,2921
CL-004926,2025-07-26,8794
CL-004927,2024-08-09,8212
CL-004928,2024-12-06,10025
CL-004929,2025-02-09,5792
CL-004930,2025-08-15,4325
CL-004931,2024-05-07,14212
CL-004932,2024-09-07,6580
CL-004933,2025-05-11,11607
CL-004934,2024-05-26,34299
CL-004935,2025-08-19,10575
CL-004936,2024-01-28,49383
CL-004937,2024-09-27,11472
CL-004938,2024-06-16,13830
CL-004939,2024-10-10,2561
CL-004940,2024-10-20,12396
CL-004941,2024-07-26,3418
CL-004942,2024-12-07,9376
CL-004943,2024-01-11,6143
CL-004944,2024-12-13,8894
CL-004945,2024-07-28,10200
CL-004946,2024-11-13,5383
CL-004947,2024-11-07,6337
CL-004948,2025-12-04,3965
CL-004949,2025-07-27,8651
CL-004950,2025-04-13,6116
CL-004951,2024-05-03,49708
CL-004952,2024-07-27,3060
CL-004953,2024-06-08,1935
CL-004954,2024-01-24,8782
CL-004955,2025-07-15,10734
CL-004956,2024-04-15,4683
CL-004957,2024-05-13,8814
CL-004958,2025-08-06,5640
CL-004959,2024-10-05,9219
CL-004960,2024-08-05,14767
CL-004961,2025-03-21,10309
CL-004962,2024-09-27,8336
CL-004963,2025-11-15,3048
CL-004964,2025-06-11,11904
CL-004965,2024-10-17,8451
CL-004966,2025-06-29,8711
CL-004967,2025-02-08,2746
CL-004968,2024-08-29,2536
CL-004969,2025-07-16,4594
CL-004970,2025-01-20,11992
CL-004971,2025-06-30,13796
CL-004972,2024-12-17,1646
CL-004973,2025-03-19,6621
CL-004974,2024-10-09,12486
CL-004975,2025-07-07,14797
CL-004976,2025-05-24,9170
CL-004977,2025-08-12,46389
CL-004978,2025-11-07,10736
CL-004979,2024-04-18,2740
CL-004980,2025-11-10,1270
CL-004981,2025-10-04,8056
CL-004982,2024-02-13,8957
CL-004983,2024-09-28,13322
CL-004984,2025-02-06,11617
CL-004985,2024-08-26,12973
CL-004986,2025-06-17,11332
CL-004987,2025-01-13,13185
CL-004988,2024-04-03,12193
CL-004989,2024-03-25,5727
CL-004990,2025-12-15,1242
CL-004991,2024-10-08,13085
CL-004992,2024-03-12,2194
CL-004993,2025-10-15,22724
CL-004994,2025-11-29,4043
CL-004995,2024-06-13,1057
CL-004996,2025-06-21,46978
CL-004997,2025-01-28,9655
CL-004998,2024-09-13,10006
CL-004999,2025-05-20,34123
CL-005000,2024-02-24,4162
